"","dist_year","Expulsion_Females","Expulsion_Males","Expulsion_Other","Expulsion_Asian","Expulsion_Black","Expulsion_White","Expulsion_Hispanic"
"505","32276_2011-12","0","0",0,"*","0","*","0"
"506","32276_2011-12","0","0",0,"*","0","0","0"
"507","32276_2011-12","0","0",0,"*","0","0","0"
"508","32276_2011-12","0","0",0,"*","0","0","0"
"509","32276_2011-12","0","0",0,"*","0","0","0"
"510","32276_2011-12","0","0",0,"*","0","0","0"
"511","32276_2011-12","0","0",0,"*","0","0","0"
"512","32276_2011-12","0","0",0,"*","0","0","0"
"513","32276_2011-12","0","0",0,"*","0","0","0"
"514","32276_2011-12","0","0",0,"*","0","*","0"
"515","32276_2011-12","0","0",0,"*","0","*","0"
"516","32276_2011-12","0","0",0,"*","0","*","0"
"517","32276_2011-12","0","0",0,"*","0","*","0"
"518","32276_2011-12","0","0",0,"*","0","*","0"
"519","32276_2011-12","0","0",0,"*","0","*","0"
"520","32276_2011-12","0","0",0,"*","0","*","0"
"521","32276_2011-12","0","0",0,"*","0","*","0"
"522","32276_2011-12","0","0",0,"*","0","0","0"
"523","32276_2011-12","0","0",0,"*","0","0","0"
"524","32276_2011-12","0","0",0,"*","0","0","0"
"525","32276_2011-12","0","0",0,"*","0","0","0"
"526","32276_2011-12","0","0",0,"*","0","0","0"
"527","32276_2011-12","0","0",0,"*","0","0","0"
"528","32276_2011-12","0","0",0,"*","0","0","0"
"529","32276_2011-12","0","0",0,"*","0","0","0"
"530","32276_2011-12","0","0",0,"*","0","*","0"
"531","32276_2011-12","0","0",0,"*","0","*","0"
"532","32276_2011-12","0","0",0,"*","0","*","0"
"533","32276_2011-12","0","0",0,"*","0","*","0"
"534","32276_2011-12","0","0",0,"*","0","*","0"
"535","32276_2011-12","0","0",0,"*","0","*","0"
"536","32276_2011-12","0","0",0,"*","0","*","0"
"537","32276_2011-12","0","0",0,"*","0","*","0"
"538","32276_2011-12","0","0",0,"*","0","0","0"
"539","32276_2011-12","0","0",0,"*","0","0","0"
"540","32276_2011-12","0","0",0,"*","0","0","0"
"541","32276_2011-12","0","0",0,"*","0","0","0"
"542","32276_2011-12","0","0",0,"*","0","0","0"
"543","32276_2011-12","0","0",0,"*","0","0","0"
"544","32276_2011-12","0","0",0,"*","0","0","0"
"545","32276_2011-12","0","0",0,"*","0","0","0"
"546","32276_2011-12","0","0",0,"*","0","*","0"
"547","32276_2011-12","0","0",0,"*","0","*","0"
"548","32276_2011-12","0","0",0,"*","0","*","0"
"549","32276_2011-12","0","0",0,"*","0","*","0"
"550","32276_2011-12","0","0",0,"*","0","*","0"
"551","32276_2011-12","0","0",0,"*","0","*","0"
"552","32276_2011-12","0","0",0,"*","0","*","0"
"553","32276_2011-12","0","0",0,"*","0","*","0"
"554","32276_2011-12","0","0",0,"*","0","0","0"
"555","32276_2011-12","0","0",0,"*","0","0","0"
"556","32276_2011-12","0","0",0,"*","0","0","0"
"557","32276_2011-12","0","0",0,"*","0","0","0"
"558","32276_2011-12","0","0",0,"*","0","0","0"
"559","32276_2011-12","0","0",0,"*","0","0","0"
"560","32276_2011-12","0","0",0,"*","0","0","0"
"561","32276_2011-12","0","0",0,"*","0","0","0"
"562","32276_2011-12","0","0",0,"*","0","*","0"
"563","32276_2011-12","0","0",0,"*","0","*","0"
"564","32276_2011-12","0","0",0,"*","0","*","0"
"565","32276_2011-12","0","0",0,"*","0","*","0"
"566","32276_2011-12","0","0",0,"*","0","*","0"
"567","32276_2011-12","0","0",0,"*","0","*","0"
"568","32276_2011-12","0","0",0,"*","0","*","0"
"569","32276_2011-12","0","0",0,"*","0","*","0"
"570","32276_2011-12","0","0",0,"*","0","0","0"
"571","32276_2011-12","0","0",0,"*","0","0","0"
"572","32276_2011-12","0","0",0,"*","0","0","0"
"573","32276_2011-12","0","0",0,"*","0","0","0"
"574","32276_2011-12","0","0",0,"*","0","0","0"
"575","32276_2011-12","0","0",0,"*","0","0","0"
"576","32276_2011-12","0","0",0,"*","0","0","0"
"577","32276_2011-12","0","0",0,"*","0","0","0"
"578","32276_2011-12","0","0",0,"*","0","*","0"
"579","32276_2011-12","0","0",0,"*","0","*","0"
"580","32276_2011-12","0","0",0,"*","0","*","0"
"581","32276_2011-12","0","0",0,"*","0","*","0"
"582","32276_2011-12","0","0",0,"*","0","*","0"
"583","32276_2011-12","0","0",0,"*","0","*","0"
"584","32276_2011-12","0","0",0,"*","0","*","0"
"585","32276_2011-12","0","0",0,"*","0","*","0"
"586","32276_2011-12","0","0",0,"*","0","0","0"
"587","32276_2011-12","0","0",0,"*","0","0","0"
"588","32276_2011-12","0","0",0,"*","0","0","0"
"589","32276_2011-12","0","0",0,"*","0","0","0"
"590","32276_2011-12","0","0",0,"*","0","0","0"
"591","32276_2011-12","0","0",0,"*","0","0","0"
"592","32276_2011-12","0","0",0,"*","0","0","0"
"593","32276_2011-12","0","0",0,"*","0","0","0"
"594","32276_2011-12","0","0",0,"*","0","*","0"
"595","32276_2011-12","0","0",0,"*","0","*","0"
"596","32276_2011-12","0","0",0,"*","0","*","0"
"597","32276_2011-12","0","0",0,"*","0","*","0"
"598","32276_2011-12","0","0",0,"*","0","*","0"
"599","32276_2011-12","0","0",0,"*","0","*","0"
"600","32276_2011-12","0","0",0,"*","0","*","0"
"601","32276_2011-12","0","0",0,"*","0","*","0"
"602","32276_2011-12","0","0",0,"*","0","0","0"
"603","32276_2011-12","0","0",0,"*","0","0","0"
"604","32276_2011-12","0","0",0,"*","0","0","0"
"605","32276_2011-12","0","0",0,"*","0","0","0"
"606","32276_2011-12","0","0",0,"*","0","0","0"
"607","32276_2011-12","0","0",0,"*","0","0","0"
"608","32276_2011-12","0","0",0,"*","0","0","0"
"609","32276_2011-12","0","0",0,"*","0","0","0"
"610","32276_2011-12","0","0",0,"*","0","*","0"
"611","32276_2011-12","0","0",0,"*","0","*","0"
"612","32276_2011-12","0","0",0,"*","0","*","0"
"613","32276_2011-12","0","0",0,"*","0","*","0"
"614","32276_2011-12","0","0",0,"*","0","*","0"
"615","32276_2011-12","0","0",0,"*","0","*","0"
"616","32276_2011-12","0","0",0,"*","0","*","0"
"617","32276_2011-12","0","0",0,"*","0","*","0"
"618","32276_2011-12","0","0",0,"*","0","0","0"
"619","32276_2011-12","0","0",0,"*","0","0","0"
"620","32276_2011-12","0","0",0,"*","0","0","0"
"621","32276_2011-12","0","0",0,"*","0","0","0"
"622","32276_2011-12","0","0",0,"*","0","0","0"
"623","32276_2011-12","0","0",0,"*","0","0","0"
"624","32276_2011-12","0","0",0,"*","0","0","0"
"625","32276_2011-12","0","0",0,"*","0","0","0"
"626","32276_2011-12","0","0",0,"*","0","*","0"
"627","32276_2011-12","0","0",0,"*","0","*","0"
"628","32276_2011-12","0","0",0,"*","0","*","0"
"629","32276_2011-12","0","0",0,"*","0","*","0"
"630","32276_2011-12","0","0",0,"*","0","*","0"
"631","32276_2011-12","0","0",0,"*","0","*","0"
"632","32276_2011-12","0","0",0,"*","0","*","0"
"633","32276_2011-12","0","0",0,"*","0","*","0"
"634","32276_2011-12","0","0",0,"*","0","0","0"
"635","32276_2011-12","0","0",0,"*","0","0","0"
"636","32276_2011-12","0","0",0,"*","0","0","0"
"637","32276_2011-12","0","0",0,"*","0","0","0"
"638","32276_2011-12","0","0",0,"*","0","0","0"
"639","32276_2011-12","0","0",0,"*","0","0","0"
"640","32276_2011-12","0","0",0,"*","0","0","0"
"641","32276_2011-12","0","0",0,"*","0","0","0"
"642","32276_2011-12","0","0",0,"*","0","*","0"
"643","32276_2011-12","0","0",0,"*","0","*","0"
"644","32276_2011-12","0","0",0,"*","0","*","0"
"645","32276_2011-12","0","0",0,"*","0","*","0"
"646","32276_2011-12","0","0",0,"*","0","*","0"
"647","32276_2011-12","0","0",0,"*","0","*","0"
"648","32276_2011-12","0","0",0,"*","0","*","0"
"649","32276_2011-12","0","0",0,"*","0","*","0"
"650","32276_2011-12","0","0",0,"*","0","0","0"
"651","32276_2011-12","0","0",0,"*","0","0","0"
"652","32276_2011-12","0","0",0,"*","0","0","0"
"653","32276_2011-12","0","0",0,"*","0","0","0"
"654","32276_2011-12","0","0",0,"*","0","0","0"
"655","32276_2011-12","0","0",0,"*","0","0","0"
"656","32276_2011-12","0","0",0,"*","0","0","0"
"657","32276_2011-12","0","0",0,"*","0","0","0"
"658","32276_2011-12","0","0",0,"*","0","*","0"
"659","32276_2011-12","0","0",0,"*","0","*","0"
"660","32276_2011-12","0","0",0,"*","0","*","0"
"661","32276_2011-12","0","0",0,"*","0","*","0"
"662","32276_2011-12","0","0",0,"*","0","*","0"
"663","32276_2011-12","0","0",0,"*","0","*","0"
"664","32276_2011-12","0","0",0,"*","0","*","0"
"665","32276_2011-12","0","0",0,"*","0","*","0"
"666","32276_2011-12","0","0",0,"*","0","0","0"
"667","32276_2011-12","0","0",0,"*","0","0","0"
"668","32276_2011-12","0","0",0,"*","0","0","0"
"669","32276_2011-12","0","0",0,"*","0","0","0"
"670","32276_2011-12","0","0",0,"*","0","0","0"
"671","32276_2011-12","0","0",0,"*","0","0","0"
"672","32276_2011-12","0","0",0,"*","0","0","0"
"673","32276_2011-12","0","0",0,"*","0","0","0"
"674","32276_2011-12","0","0",0,"0","0","*","0"
"675","32276_2011-12","0","0",0,"0","0","*","0"
"676","32276_2011-12","0","0",0,"0","0","*","0"
"677","32276_2011-12","0","0",0,"0","0","*","0"
"678","32276_2011-12","0","0",0,"0","0","*","0"
"679","32276_2011-12","0","0",0,"0","0","*","0"
"680","32276_2011-12","0","0",0,"0","0","*","0"
"681","32276_2011-12","0","0",0,"0","0","*","0"
"682","32276_2011-12","0","0",0,"0","0","0","0"
"683","32276_2011-12","0","0",0,"0","0","0","0"
"684","32276_2011-12","0","0",0,"0","0","0","0"
"685","32276_2011-12","0","0",0,"0","0","0","0"
"686","32276_2011-12","0","0",0,"0","0","0","0"
"687","32276_2011-12","0","0",0,"0","0","0","0"
"688","32276_2011-12","0","0",0,"0","0","0","0"
"689","32276_2011-12","0","0",0,"0","0","0","0"
"690","32276_2011-12","0","0",0,"0","0","*","0"
"691","32276_2011-12","0","0",0,"0","0","*","0"
"692","32276_2011-12","0","0",0,"0","0","*","0"
"693","32276_2011-12","0","0",0,"0","0","*","0"
"694","32276_2011-12","0","0",0,"0","0","*","0"
"695","32276_2011-12","0","0",0,"0","0","*","0"
"696","32276_2011-12","0","0",0,"0","0","*","0"
"697","32276_2011-12","0","0",0,"0","0","*","0"
"698","32276_2011-12","0","0",0,"0","0","0","0"
"699","32276_2011-12","0","0",0,"0","0","0","0"
"700","32276_2011-12","0","0",0,"0","0","0","0"
"701","32276_2011-12","0","0",0,"0","0","0","0"
"702","32276_2011-12","0","0",0,"0","0","0","0"
"703","32276_2011-12","0","0",0,"0","0","0","0"
"704","32276_2011-12","0","0",0,"0","0","0","0"
"705","32276_2011-12","0","0",0,"0","0","0","0"
"706","32276_2011-12","0","0",0,"0","0","*","0"
"707","32276_2011-12","0","0",0,"0","0","*","0"
"708","32276_2011-12","0","0",0,"0","0","*","0"
"709","32276_2011-12","0","0",0,"0","0","*","0"
"710","32276_2011-12","0","0",0,"0","0","*","0"
"711","32276_2011-12","0","0",0,"0","0","*","0"
"712","32276_2011-12","0","0",0,"0","0","*","0"
"713","32276_2011-12","0","0",0,"0","0","*","0"
"714","32276_2011-12","0","0",0,"0","0","0","0"
"715","32276_2011-12","0","0",0,"0","0","0","0"
"716","32276_2011-12","0","0",0,"0","0","0","0"
"717","32276_2011-12","0","0",0,"0","0","0","0"
"718","32276_2011-12","0","0",0,"0","0","0","0"
"719","32276_2011-12","0","0",0,"0","0","0","0"
"720","32276_2011-12","0","0",0,"0","0","0","0"
"721","32276_2011-12","0","0",0,"0","0","0","0"
"722","32276_2011-12","0","0",0,"0","0","*","0"
"723","32276_2011-12","0","0",0,"0","0","*","0"
"724","32276_2011-12","0","0",0,"0","0","*","0"
"725","32276_2011-12","0","0",0,"0","0","*","0"
"726","32276_2011-12","0","0",0,"0","0","*","0"
"727","32276_2011-12","0","0",0,"0","0","*","0"
"728","32276_2011-12","0","0",0,"0","0","*","0"
"729","32276_2011-12","0","0",0,"0","0","*","0"
"730","32276_2011-12","0","0",0,"0","0","0","0"
"731","32276_2011-12","0","0",0,"0","0","0","0"
"732","32276_2011-12","0","0",0,"0","0","0","0"
"733","32276_2011-12","0","0",0,"0","0","0","0"
"734","32276_2011-12","0","0",0,"0","0","0","0"
"735","32276_2011-12","0","0",0,"0","0","0","0"
"736","32276_2011-12","0","0",0,"0","0","0","0"
"737","32276_2011-12","0","0",0,"0","0","0","0"
"738","32276_2011-12","0","0",0,"*","0","*","0"
"739","32276_2011-12","0","0",0,"*","0","*","0"
"740","32276_2011-12","0","0",0,"*","0","*","0"
"741","32276_2011-12","0","0",0,"*","0","*","0"
"742","32276_2011-12","0","0",0,"*","0","*","0"
"743","32276_2011-12","0","0",0,"*","0","*","0"
"744","32276_2011-12","0","0",0,"*","0","*","0"
"745","32276_2011-12","0","0",0,"*","0","*","0"
"746","32276_2011-12","0","0",0,"*","0","0","0"
"747","32276_2011-12","0","0",0,"*","0","0","0"
"748","32276_2011-12","0","0",0,"*","0","0","0"
"749","32276_2011-12","0","0",0,"*","0","0","0"
"750","32276_2011-12","0","0",0,"*","0","0","0"
"751","32276_2011-12","0","0",0,"*","0","0","0"
"752","32276_2011-12","0","0",0,"*","0","0","0"
"753","32276_2011-12","0","0",0,"*","0","0","0"
"754","32276_2011-12","0","0",0,"*","0","*","0"
"755","32276_2011-12","0","0",0,"*","0","*","0"
"756","32276_2011-12","0","0",0,"*","0","*","0"
"757","32276_2011-12","0","0",0,"*","0","*","0"
"758","32276_2011-12","0","0",0,"*","0","*","0"
"759","32276_2011-12","0","0",0,"*","0","*","0"
"760","32276_2011-12","0","0",0,"*","0","*","0"
"761","32276_2011-12","0","0",0,"*","0","*","0"
"762","32276_2011-12","0","0",0,"*","0","0","0"
"763","32276_2011-12","0","0",0,"*","0","0","0"
"764","32276_2011-12","0","0",0,"*","0","0","0"
"765","32276_2011-12","0","0",0,"*","0","0","0"
"766","32276_2011-12","0","0",0,"*","0","0","0"
"767","32276_2011-12","0","0",0,"*","0","0","0"
"768","32276_2011-12","0","0",0,"*","0","0","0"
"769","32276_2011-12","0","0",0,"*","0","0","0"
"770","32276_2011-12","0","0",0,"*","0","*","0"
"771","32276_2011-12","0","0",0,"*","0","*","0"
"772","32276_2011-12","0","0",0,"*","0","*","0"
"773","32276_2011-12","0","0",0,"*","0","*","0"
"774","32276_2011-12","0","0",0,"*","0","*","0"
"775","32276_2011-12","0","0",0,"*","0","*","0"
"776","32276_2011-12","0","0",0,"*","0","*","0"
"777","32276_2011-12","0","0",0,"*","0","*","0"
"778","32276_2011-12","0","0",0,"*","0","0","0"
"779","32276_2011-12","0","0",0,"*","0","0","0"
"780","32276_2011-12","0","0",0,"*","0","0","0"
"781","32276_2011-12","0","0",0,"*","0","0","0"
"782","32276_2011-12","0","0",0,"*","0","0","0"
"783","32276_2011-12","0","0",0,"*","0","0","0"
"784","32276_2011-12","0","0",0,"*","0","0","0"
"785","32276_2011-12","0","0",0,"*","0","0","0"
"786","32276_2011-12","0","0",0,"*","0","*","0"
"787","32276_2011-12","0","0",0,"*","0","*","0"
"788","32276_2011-12","0","0",0,"*","0","*","0"
"789","32276_2011-12","0","0",0,"*","0","*","0"
"790","32276_2011-12","0","0",0,"*","0","*","0"
"791","32276_2011-12","0","0",0,"*","0","*","0"
"792","32276_2011-12","0","0",0,"*","0","*","0"
"793","32276_2011-12","0","0",0,"*","0","*","0"
"794","32276_2011-12","0","0",0,"*","0","0","0"
"795","32276_2011-12","0","0",0,"*","0","0","0"
"796","32276_2011-12","0","0",0,"*","0","0","0"
"797","32276_2011-12","0","0",0,"*","0","0","0"
"798","32276_2011-12","0","0",0,"*","0","0","0"
"799","32276_2011-12","0","0",0,"*","0","0","0"
"800","32276_2011-12","0","0",0,"*","0","0","0"
"801","32276_2011-12","0","0",0,"*","0","0","0"
"802","32276_2011-12","0","0",0,"*","0","*","0"
"803","32276_2011-12","0","0",0,"*","0","*","0"
"804","32276_2011-12","0","0",0,"*","0","*","0"
"805","32276_2011-12","0","0",0,"*","0","*","0"
"806","32276_2011-12","0","0",0,"*","0","*","0"
"807","32276_2011-12","0","0",0,"*","0","*","0"
"808","32276_2011-12","0","0",0,"*","0","*","0"
"809","32276_2011-12","0","0",0,"*","0","*","0"
"810","32276_2011-12","0","0",0,"*","0","0","0"
"811","32276_2011-12","0","0",0,"*","0","0","0"
"812","32276_2011-12","0","0",0,"*","0","0","0"
"813","32276_2011-12","0","0",0,"*","0","0","0"
"814","32276_2011-12","0","0",0,"*","0","0","0"
"815","32276_2011-12","0","0",0,"*","0","0","0"
"816","32276_2011-12","0","0",0,"*","0","0","0"
"817","32276_2011-12","0","0",0,"*","0","0","0"
"818","32276_2011-12","0","0",0,"*","0","*","0"
"819","32276_2011-12","0","0",0,"*","0","*","0"
"820","32276_2011-12","0","0",0,"*","0","*","0"
"821","32276_2011-12","0","0",0,"*","0","*","0"
"822","32276_2011-12","0","0",0,"*","0","*","0"
"823","32276_2011-12","0","0",0,"*","0","*","0"
"824","32276_2011-12","0","0",0,"*","0","*","0"
"825","32276_2011-12","0","0",0,"*","0","*","0"
"826","32276_2011-12","0","0",0,"*","0","0","0"
"827","32276_2011-12","0","0",0,"*","0","0","0"
"828","32276_2011-12","0","0",0,"*","0","0","0"
"829","32276_2011-12","0","0",0,"*","0","0","0"
"830","32276_2011-12","0","0",0,"*","0","0","0"
"831","32276_2011-12","0","0",0,"*","0","0","0"
"832","32276_2011-12","0","0",0,"*","0","0","0"
"833","32276_2011-12","0","0",0,"*","0","0","0"
"834","32276_2011-12","0","0",0,"*","0","*","0"
"835","32276_2011-12","0","0",0,"*","0","*","0"
"836","32276_2011-12","0","0",0,"*","0","*","0"
"837","32276_2011-12","0","0",0,"*","0","*","0"
"838","32276_2011-12","0","0",0,"*","0","*","0"
"839","32276_2011-12","0","0",0,"*","0","*","0"
"840","32276_2011-12","0","0",0,"*","0","*","0"
"841","32276_2011-12","0","0",0,"*","0","*","0"
"842","32276_2011-12","0","0",0,"*","0","0","0"
"843","32276_2011-12","0","0",0,"*","0","0","0"
"844","32276_2011-12","0","0",0,"*","0","0","0"
"845","32276_2011-12","0","0",0,"*","0","0","0"
"846","32276_2011-12","0","0",0,"*","0","0","0"
"847","32276_2011-12","0","0",0,"*","0","0","0"
"848","32276_2011-12","0","0",0,"*","0","0","0"
"849","32276_2011-12","0","0",0,"*","0","0","0"
"850","32276_2011-12","0","0",0,"*","0","*","0"
"851","32276_2011-12","0","0",0,"*","0","*","0"
"852","32276_2011-12","0","0",0,"*","0","*","0"
"853","32276_2011-12","0","0",0,"*","0","*","0"
"854","32276_2011-12","0","0",0,"*","0","*","0"
"855","32276_2011-12","0","0",0,"*","0","*","0"
"856","32276_2011-12","0","0",0,"*","0","*","0"
"857","32276_2011-12","0","0",0,"*","0","*","0"
"858","32276_2011-12","0","0",0,"*","0","0","0"
"859","32276_2011-12","0","0",0,"*","0","0","0"
"860","32276_2011-12","0","0",0,"*","0","0","0"
"861","32276_2011-12","0","0",0,"*","0","0","0"
"862","32276_2011-12","0","0",0,"*","0","0","0"
"863","32276_2011-12","0","0",0,"*","0","0","0"
"864","32276_2011-12","0","0",0,"*","0","0","0"
"865","32276_2011-12","0","0",0,"*","0","0","0"
"866","32276_2011-12","0","0",0,"*","0","*","0"
"867","32276_2011-12","0","0",0,"*","0","*","0"
"868","32276_2011-12","0","0",0,"*","0","*","0"
"869","32276_2011-12","0","0",0,"*","0","*","0"
"870","32276_2011-12","0","0",0,"*","0","*","0"
"871","32276_2011-12","0","0",0,"*","0","*","0"
"872","32276_2011-12","0","0",0,"*","0","*","0"
"873","32276_2011-12","0","0",0,"*","0","*","0"
"874","32276_2011-12","0","0",0,"*","0","0","0"
"875","32276_2011-12","0","0",0,"*","0","0","0"
"876","32276_2011-12","0","0",0,"*","0","0","0"
"877","32276_2011-12","0","0",0,"*","0","0","0"
"878","32276_2011-12","0","0",0,"*","0","0","0"
"879","32276_2011-12","0","0",0,"*","0","0","0"
"880","32276_2011-12","0","0",0,"*","0","0","0"
"881","32276_2011-12","0","0",0,"*","0","0","0"
"882","32276_2011-12","0","0",0,"*","0","*","0"
"883","32276_2011-12","0","0",0,"*","0","*","0"
"884","32276_2011-12","0","0",0,"*","0","*","0"
"885","32276_2011-12","0","0",0,"*","0","*","0"
"886","32276_2011-12","0","0",0,"*","0","*","0"
"887","32276_2011-12","0","0",0,"*","0","*","0"
"888","32276_2011-12","0","0",0,"*","0","*","0"
"889","32276_2011-12","0","0",0,"*","0","*","0"
"890","32276_2011-12","0","0",0,"*","0","0","0"
"891","32276_2011-12","0","0",0,"*","0","0","0"
"892","32276_2011-12","0","0",0,"*","0","0","0"
"893","32276_2011-12","0","0",0,"*","0","0","0"
"894","32276_2011-12","0","0",0,"*","0","0","0"
"895","32276_2011-12","0","0",0,"*","0","0","0"
"896","32276_2011-12","0","0",0,"*","0","0","0"
"897","32276_2011-12","0","0",0,"*","0","0","0"
"898","32276_2011-12","0","0",0,"*","0","*","0"
"899","32276_2011-12","0","0",0,"*","0","*","0"
"900","32276_2011-12","0","0",0,"*","0","*","0"
"901","32276_2011-12","0","0",0,"*","0","*","0"
"902","32276_2011-12","0","0",0,"*","0","*","0"
"903","32276_2011-12","0","0",0,"*","0","*","0"
"904","32276_2011-12","0","0",0,"*","0","*","0"
"905","32276_2011-12","0","0",0,"*","0","*","0"
"906","32276_2011-12","0","0",0,"*","0","0","0"
"907","32276_2011-12","0","0",0,"*","0","0","0"
"908","32276_2011-12","0","0",0,"*","0","0","0"
"909","32276_2011-12","0","0",0,"*","0","0","0"
"910","32276_2011-12","0","0",0,"*","0","0","0"
"911","32276_2011-12","0","0",0,"*","0","0","0"
"912","32276_2011-12","0","0",0,"*","0","0","0"
"913","32276_2011-12","0","0",0,"*","0","0","0"
"914","32276_2011-12","0","0",0,"*","0","*","0"
"915","32276_2011-12","0","0",0,"*","0","*","0"
"916","32276_2011-12","0","0",0,"*","0","*","0"
"917","32276_2011-12","0","0",0,"*","0","*","0"
"918","32276_2011-12","0","0",0,"*","0","*","0"
"919","32276_2011-12","0","0",0,"*","0","*","0"
"920","32276_2011-12","0","0",0,"*","0","*","0"
"921","32276_2011-12","0","0",0,"*","0","*","0"
"922","32276_2011-12","0","0",0,"*","0","0","0"
"923","32276_2011-12","0","0",0,"*","0","0","0"
"924","32276_2011-12","0","0",0,"*","0","0","0"
"925","32276_2011-12","0","0",0,"*","0","0","0"
"926","32276_2011-12","0","0",0,"*","0","0","0"
"927","32276_2011-12","0","0",0,"*","0","0","0"
"928","32276_2011-12","0","0",0,"*","0","0","0"
"929","32276_2011-12","0","0",0,"*","0","0","0"
"930","32276_2011-12","0","0",0,"*","0","*","0"
"931","32276_2011-12","0","0",0,"*","0","*","0"
"932","32276_2011-12","0","0",0,"*","0","*","0"
"933","32276_2011-12","0","0",0,"*","0","*","0"
"934","32276_2011-12","0","0",0,"*","0","*","0"
"935","32276_2011-12","0","0",0,"*","0","*","0"
"936","32276_2011-12","0","0",0,"*","0","*","0"
"937","32276_2011-12","0","0",0,"*","0","*","0"
